Haliotis_crach_v1_contig_1	sp|Q5R924|RS20_PONAB	93.48	46	3	0	2	139	74	119	1e-23	90.9
Haliotis_crach_v1_contig_4	sp|P02556|TBB_LYTPI	100.00	60	0	0	1	180	26	85	4e-39	  132
Haliotis_crach_v1_contig_6	sp|P74615|Y1483_SYNY3	39.71	68	39	1	5	202	63	130	5e-07	47.8
Haliotis_crach_v1_contig_7	sp|P42577|FRIS_LYMST	71.30	108	31	0	102	425	1	108	6e-50	  164
Haliotis_crach_v1_contig_8	sp|Q54GK6|RL222_DICDI	59.46	37	15	0	2	112	45	81	2e-07	47.8
Haliotis_crach_v1_contig_9	sp|Q09333|COX1_ALBTU	77.03	74	17	0	2	223	21	94	1e-31	  114
Haliotis_crach_v1_contig_19	sp|O79407|COX3_SCYCA	69.74	76	23	0	2	229	103	178	1e-28	  110
Haliotis_crach_v1_contig_20	sp|Q90705|EF2_CHICK	87.50	48	6	0	3	146	678	725	5e-24	98.2
Haliotis_crach_v1_contig_22	sp|Q9W6X9|RS24_ORYLA	81.48	54	10	0	2	163	19	72	7e-27	99.4
Haliotis_crach_v1_contig_25	sp|Q08CS6|MOXD2_DANRE	33.73	83	51	2	1	237	448	530	2e-08	54.7
Haliotis_crach_v1_contig_26	sp|P62864|RS30_RAT	94.87	39	2	0	2	118	2	40	9e-10	53.5
Haliotis_crach_v1_contig_29	sp|P20342|RS15_XENLA	100.00	44	0	0	3	134	102	145	5e-25	95.1
Haliotis_crach_v1_contig_36	sp|Q9R0Q6|ARC1A_MOUSE	53.12	64	30	0	1	192	306	369	6e-16	74.3
Haliotis_crach_v1_contig_40	sp|P02350|RS31_XENLA	100.00	57	0	0	1	171	10	66	4e-32	  115
Haliotis_crach_v1_contig_41	sp|Q962S4|RL39_SPOFR	84.62	39	6	0	12	128	1	39	8e-17	71.2
Haliotis_crach_v1_contig_45	sp|P07867|LIPC_RAT	28.00	150	91	4	1	402	340	488	8e-07	51.2
Haliotis_crach_v1_contig_46	sp|Q4PMB3|RS4_IXOSC	81.08	37	7	0	3	113	64	100	4e-13	63.9
Haliotis_crach_v1_contig_50	sp|P27085|RS26_OCTVU	97.14	35	1	0	3	107	59	93	4e-06	43.1
Haliotis_crach_v1_contig_57	sp|Q3SYR7|RL9_BOVIN	68.57	35	10	1	1	102	132	166	1e-07	48.1
Haliotis_crach_v1_contig_62	sp|Q28346|RL4_CANFA	79.63	108	22	0	1	324	79	186	5e-59	  192
