contig211	sp	Q96JB1	DYH8_HUMAN	77.53	89	20	0	1	267	2533	2621	4e-44	  158
contig583	sp	Q90828	DC1L1_CHICK	51.95	77	32	2	1	216	140	216	9e-19	83.2
contig590	sp	P25228	RAB3_DROME	89.47	57	6	0	43	213	1	57	2e-28	  106
contig613	sp	Q8NFA0	UBP32_HUMAN	56.84	95	37	2	284	3	661	752	2e-27	  110
contig707	sp	Q6ZTY8	CL063_HUMAN	31.25	176	108	4	2	499	159	331	2e-17	85.5
contig799	sp	Q5R5M6	PYGB_PONAB	65.17	89	28	2	2	268	162	247	2e-36	  135
contig896	sp	Q9R1C6	DGKE_MOUSE	51.16	129	62	1	467	81	413	540	1e-40	  147
contig950	sp	Q9NW07	ZN358_HUMAN	56.88	109	47	0	9	335	261	369	2e-36	  137
contig962	sp	O14672	ADA10_HUMAN	36.28	113	58	3	327	1	237	339	2e-13	70.1
contig1129	sp	A2AJ76	HMCN2_MOUSE	42.37	59	34	0	233	57	4372	4430	5e-07	50.4
contig1192	sp	Q8TD57	DYH3_HUMAN	63.78	185	65	1	3	551	3363	3547	3e-75	  252
contig1233	sp	Q5PPN7	CCD51_RAT	62.86	70	26	0	210	1	154	223	2e-22	92.0
contig1246	sp	Q91WT8	RBM47_MOUSE	59.35	123	44	2	351	1	3	125	7e-36	  134
contig1327	sp	O60268	K0513_HUMAN	35.90	78	39	1	1	201	311	388	6e-07	48.9
contig1538	sp	Q8R480	NUP85_MOUSE	48.12	133	50	2	416	18	535	648	3e-33	  127
contig1602	sp	Q69ZM6	STK36_MOUSE	43.88	98	53	1	313	20	1164	1259	3e-16	79.3
contig1732	sp	Q8TAM2	TTC8_HUMAN	65.05	186	54	2	24	551	4	188	1e-77	  248
contig1792	sp	Q9UJU3	ZN112_HUMAN	46.90	145	76	1	436	2	523	666	4e-37	  140
contig1796	sp	O08528	HXK2_MOUSE	60.22	93	36	1	2	280	592	683	1e-28	  113
contig1805	sp	Q5BJZ6	CI041_RAT	55.22	67	30	0	202	2	201	267	3e-22	91.7
contig1978	sp	P14381	YTX2_XENLA	52.00	50	24	0	65	214	515	564	1e-12	66.6
contig2134	sp	Q99LJ2	ABTB1_MOUSE	67.57	74	24	0	224	3	2	75	1e-30	  115
contig2212	sp	Q969X6	CIR1A_HUMAN	32.18	87	59	0	297	37	493	579	8e-11	62.0
contig2238	sp	Q9Y4G6	TLN2_HUMAN	67.61	142	44	1	420	1	322	463	5e-57	  197
contig2253	sp	Q99570	PI3R4_HUMAN	82.61	46	8	0	258	121	577	622	3e-19	86.3
contig2372	sp	P43446	WN10A_DANRE	42.99	214	85	1	34	564	91	304	1e-47	  167
contig2467	sp	Q5U584	3BP5L_XENLA	44.68	94	49	1	7	288	134	224	1e-12	67.4
contig2654	sp	P62168	NCS1_RAT	76.19	42	10	0	3	128	149	190	6e-15	69.7
contig2717	sp	Q13523	PRP4B_HUMAN	82.35	51	9	0	250	98	670	720	4e-20	88.6
contig2790	sp	Q13948	CASP_HUMAN	61.02	59	23	0	5	181	607	665	4e-21	90.1
contig2833	sp	P98187	CP4F8_HUMAN	52.70	74	34	1	4	222	366	439	2e-21	90.9
contig2940	sp	O88277	FAT2_RAT	42.53	87	47	3	5	262	2044	2128	5e-12	65.9
contig3001	sp	Q96LQ0	PPR36_HUMAN	44.55	101	54	1	303	1	146	244	1e-23	97.1
contig3144	sp	Q99JP4	CDC26_MOUSE	39.13	69	42	0	36	242	1	69	7e-06	43.9
contig3151	sp	Q64104	NR2E1_MOUSE	50.56	89	44	0	267	1	186	274	3e-29	  112
contig3161	sp	Q9CQI7	RU2B_MOUSE	77.27	44	10	0	1	132	180	223	4e-17	76.6
contig3220	sp	Q12830	BPTF_HUMAN	53.10	113	52	1	3	338	367	479	4e-41	  150
contig3365	sp	P55013	S12A2_SQUAC	50.98	102	48	2	2	307	377	476	2e-15	75.9
contig3437	sp	Q9H4G4	GAPR1_HUMAN	53.12	64	30	0	2	193	88	151	1e-18	79.3
contig3438	sp	A2AJ76	HMCN2_MOUSE	35.24	105	66	1	326	12	764	866	5e-12	66.2
contig3582	sp	Q03468	ERCC6_HUMAN	72.22	72	18	1	3	212	503	574	8e-30	  116
contig3633	sp	O60825	F262_HUMAN	65.52	29	10	0	5	91	409	437	9e-06	47.0
contig3648	sp	Q6TLI7	AA2AR_HORSE	25.74	136	87	4	70	450	219	349	5e-10	60.8
contig3746	sp	O60290	ZN862_HUMAN	47.50	40	21	0	122	3	137	176	9e-07	49.7
contig3793	sp	Q09575	YRD6_CAEEL	34.59	133	86	1	47	445	760	891	2e-20	92.0
contig4045	sp	Q9W734	SMAD6_CHICK	38.83	103	61	2	129	431	105	207	1e-14	74.7
contig4072	sp	A2AAY5	SPD2B_MOUSE	48.48	165	84	1	502	8	80	243	3e-45	  163
